Duration,"Engine Speed (RPM)","Vehicle Speed (Mph)",Gear,"Manifold Pressure (mbar)","Boost (psi)","Throttle Position (%)","Injector Duration (ms)","Duty Cycle (%)","Ignition Advance","Knock Retard","Air Temperature (F)","Coolant Temperature (F)","O2 Voltage",Lambda,"Air Fuel Ratio",VTEC,CEL
"72:4355:09.771",6487,"80.0",4,0,"0.0","100","16.24","88","21.75","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:09.802",6399,"80.0",4,0,"0.0","100","16.16","86","22.00","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:09.833",6421,"80.0",4,0,"0.0","100","16.16","86","21.75","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:09.865",6443,"80.0",4,0,"0.0","100","16.07","86","22.00","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:09.911",6510,"80.0",4,0,"0.0","100","16.07","87","22.00","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:09.943",6465,"80.0",4,0,"0.0","100","16.07","87","22.00","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:09.958",6533,"80.0",4,0,"0.0","100","16.07","87","21.75","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:09.989",6487,"80.0",4,0,"0.0","100","16.05","87","21.75","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:10.036",6555,"80.0",4,0,"0.0","100","16.04","88","22.00","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:10.067",6533,"80.0",4,0,"0.0","100","16.05","87","21.75","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:10.099",6555,"82.5",4,0,"0.0","100","16.07","88","21.50","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:10.130",6487,"82.5",4,0,"0.0","100","16.07","87","21.50","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:10.161",6533,"82.5",4,0,"0.0","100","16.11","88","21.50","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:10.192",6555,"82.5",4,0,"0.0","100","16.06","88","21.75","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:10.223",6555,"82.5",4,0,"0.0","100","16.02","88","21.50","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:10.255",6533,"82.5",4,0,"0.0","100","16.04","87","21.50","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:10.286",6672,"82.5",4,0,"0.0","100","15.94","89","21.50","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:10.317",6625,"83.1",4,0,"0.0","100","15.97","88","21.50","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:10.348",6625,"83.1",4,0,"0.0","100","16.02","88","21.50","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:10.379",6625,"83.1",4,0,"0.0","100","15.97","88","21.50","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:10.426",6648,"83.1",4,0,"0.0","100","15.96","88","21.50","0.00","115.52","172.04","3.90","0.00","0.00",ON,
"72:4355:10.442",6602,"83.1",4,0,"0.0","100","15.96","88","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:10.473",6720,"83.1",4,0,"0.0","100","16.01","90","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:10.504",6744,"83.1",4,0,"0.0","100","15.86","89","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:10.551",6696,"83.7",4,0,"0.0","100","15.96","89","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:10.582",6696,"83.7",4,0,"0.0","100","15.85","88","21.50","0.00","116.06","172.04","3.88","0.00","0.00",ON,
"72:4355:10.613",6720,"83.7",4,0,"0.0","100","15.89","89","21.50","0.00","116.06","172.04","3.88","0.00","0.00",ON,
"72:4355:10.645",6744,"83.7",4,0,"0.0","100","15.91","89","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:10.676",6793,"83.7",4,0,"0.0","100","15.94","90","21.50","0.00","116.06","172.04","3.88","0.00","0.00",ON,
"72:4355:10.707",6793,"83.7",4,0,"0.0","100","15.83","90","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:10.738",6744,"83.7",4,0,"0.0","100","15.83","89","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:10.769",6793,"84.9",4,0,"0.0","100","15.75","89","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:10.801",6744,"84.9",4,0,"0.0","100","15.70","88","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:10.832",6818,"84.9",4,0,"0.0","100","15.78","90","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:10.863",6843,"84.9",4,0,"0.0","100","15.79","90","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:10.894",6818,"84.9",4,0,"0.0","100","15.73","89","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:10.925",6843,"84.9",4,0,"0.0","100","15.73","90","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:10.957",6843,"84.9",4,0,"0.0","100","15.62","89","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:10.988",6843,"86.2",4,0,"0.0","100","15.62","89","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:11.019",6868,"86.2",4,0,"0.0","100","15.67","90","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:11.066",6818,"86.2",4,0,"0.0","100","15.58","89","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:11.097",6818,"86.2",4,0,"0.0","100","15.63","89","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:11.128",6893,"86.2",4,0,"0.0","100","15.60","90","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:11.144",6944,"86.2",4,0,"0.0","100","15.56","90","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:11.191",6918,"86.2",4,0,"0.0","100","15.55","90","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:11.222",6996,"87.4",4,0,"0.0","100","15.58","91","21.50","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:11.253",6970,"87.4",4,0,"0.0","100","15.58","91","21.75","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:11.284",6944,"87.4",4,0,"0.0","100","15.65","91","21.75","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:11.315",6996,"87.4",4,0,"0.0","100","15.47","90","21.75","0.00","116.06","172.04","3.90","0.00","0.00",ON,
"72:4355:11.347",6970,"87.4",4,0,"0.0","100","15.42","90","21.75","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.378",6996,"87.4",4,0,"0.0","100","15.43","90","21.50","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.409",7048,"87.4",4,0,"0.0","100","15.44","91","21.50","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.440",6996,"88.0",4,0,"0.0","100","15.43","90","21.50","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.471",7048,"88.0",4,0,"0.0","100","15.43","91","21.50","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.503",7022,"88.0",4,0,"0.0","100","15.43","90","21.50","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.534",7048,"88.0",4,0,"0.0","100","15.42","91","21.50","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.581",7102,"88.0",4,0,"0.0","100","15.38","91","21.75","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.612",7022,"88.0",4,0,"0.0","100","15.38","90","21.75","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.627",7075,"88.0",4,0,"0.0","100","15.38","91","21.75","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.659",7102,"88.7",4,0,"0.0","100","15.38","91","21.75","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.705",7075,"88.7",4,0,"0.0","100","15.38","91","21.75","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.737",7075,"88.7",4,0,"0.0","100","15.38","91","21.75","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.768",7022,"88.7",4,0,"0.0","100","15.38","90","21.75","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.799",7183,"88.7",4,0,"0.0","100","15.38","92","21.75","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.830",7129,"88.7",4,0,"0.0","100","15.38","91","21.75","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.861",7211,"88.7",4,0,"0.0","100","15.38","92","21.75","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.893",7211,"89.9",4,0,"0.0","100","15.38","92","21.75","0.00","117.14","172.04","3.88","0.00","0.00",ON,
"72:4355:11.924",7129,"89.9",4,0,"0.0","100","15.42","92","21.50","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.955",7129,"89.9",4,0,"0.0","100","15.38","91","21.75","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:11.986",7211,"89.9",4,0,"0.0","100","15.38","92","21.75","0.00","117.14","172.04","3.90","0.00","0.00",ON,
"72:4355:12.017",7183,"89.9",4,0,"0.0","100","15.38","92","21.75","0.00","117.86","172.04","3.90","0.00","0.00",ON,
"72:4355:12.049",7156,"89.9",4,0,"0.0","100","15.38","92","21.50","0.00","117.86","172.04","3.90","0.00","0.00",ON,
"72:4355:12.095",7156,"89.9",4,0,"0.0","100","15.38","92","21.75","0.00","117.86","172.04","3.90","0.00","0.00",ON,
"72:4355:12.127",7211,"90.5",4,0,"0.0","100","15.38","92","21.75","0.00","117.86","172.04","3.90","0.00","0.00",ON,
"72:4355:12.142",7211,"90.5",4,0,"0.0","100","15.38","92","21.75","0.00","117.86","172.04","3.90","0.00","0.00",ON,
"72:4355:12.173",7239,"90.5",4,0,"0.0","100","15.38","93","21.75","0.00","117.86","172.04","3.90","0.00","0.00",ON,
"72:4355:12.220",7267,"90.5",4,0,"0.0","100","15.38","93","21.75","0.00","117.86","172.04","3.90","0.00","0.00",ON,
"72:4355:12.251",7267,"90.5",4,0,"0.0","100","15.38","93","21.75","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.283",7324,"90.5",4,0,"0.0","100","15.38","94","21.75","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.314",7239,"90.5",4,0,"0.0","100","15.38","93","21.75","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.345",7324,"91.8",4,0,"0.0","100","15.42","94","21.50","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.376",7267,"91.8",4,0,"0.0","100","15.38","93","21.75","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.407",7295,"91.8",4,0,"0.0","100","15.38","94","21.75","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.439",7324,"91.8",4,0,"0.0","100","15.38","94","21.50","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.470",7295,"91.8",4,0,"0.0","100","15.42","94","21.50","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.501",7411,"91.8",4,0,"0.0","100","15.42","95","21.50","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.532",7295,"91.8",4,0,"0.0","100","15.42","94","21.50","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.563",7381,"91.8",4,0,"0.0","100","15.42","95","21.50","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.610",7352,"91.8",4,0,"0.0","100","15.42","94","21.50","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.641",7324,"91.8",4,0,"0.0","100","15.42","94","21.50","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.657",7324,"91.8",4,0,"0.0","100","15.42","94","21.50","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.688",7411,"91.8",4,0,"0.0","100","15.51","96","21.50","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.735",7381,"91.8",4,0,"0.0","60","14.67","90","22.50","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.766",7440,"91.8",4,0,"0.0","39","13.83","86","27.75","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.797",7324,"91.8",4,0,"0.0","3","7.79","48","42.00","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.829",7295,"91.8",4,0,"0.0","0","4.36","27","45.50","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.860",7102,"91.8",4,0,"0.0","0","3.40","20","42.50","0.00","117.86","173.12","3.88","0.00","0.00",ON,
"72:4355:12.891",7022,"91.8",4,0,"0.0","0","3.24","19","42.50","0.00","117.86","173.12","3.90","0.00","0.00",ON,
"72:4355:12.922",6996,"91.8",4,0,"0.0","0","2.93","17","42.50","0.00","118.94","173.12","3.90","0.00","0.00",ON,
"72:4355:12.953",6893,"91.8",4,0,"0.0","0","2.75","16","42.50","0.00","118.94","173.12","3.90","0.00","0.00",ON,
"72:4355:12.985",6744,"91.8",4,0,"0.0","0","2.43","14","42.50","0.00","118.94","173.12","3.90","0.00","0.00",ON,
"72:4355:13.016",6696,"91.1",4,0,"0.0","0","2.15","12","42.50","0.00","118.94","173.12","3.90","0.00","0.00",ON,
"72:4355:13.047",6555,"91.1",4,0,"0.0","0","2.12","12","42.50","0.00","118.94","173.12","3.90","0.00","0.00",ON,
"72:4355:13.078",6421,"91.1",4,0,"0.0","0","0.00","0","42.50","0.00","118.94","173.12","3.90","0.00","0.00",ON,
"72:4355:13.125",6421,"91.1",4,0,"0.0","0","0.00","0","42.50","0.00","118.94","173.12","3.90","0.00","0.00",ON,
"72:4355:13.141",6313,"91.1",4,0,"0.0","0","0.00","0","42.50","0.00","118.94","173.12","3.90","0.00","0.00",ON,
"72:4355:13.172",6229,"91.1",4,0,"0.0","0","0.00","0","42.75","0.00","118.94","173.12","3.90","0.00","0.00",ON,
"72:4355:13.203",6188,"91.1",4,0,"0.0","0","0.00","0","42.75","0.00","118.94","173.12","3.90","0.00","0.00",ON,
"72:4355:13.250",6147,"90.5",4,0,"0.0","0","0.00","0","43.00","0.00","118.94","173.12","3.90","0.00","0.00",ON,
"72:4355:13.281",6087,"90.5",4,0,"0.0","0","0.00","0","43.00","0.00","118.94","173.12","3.88","0.00","0.00",ON,
"72:4355:13.312",6028,"90.5",4,0,"0.0","0","0.00","0","43.00","0.00","118.94","173.12","3.90","0.00","0.00",ON,
"72:4355:13.343",5933,"90.5",4,0,"0.0","0","0.00","0","43.00","0.00","118.94","173.12","3.90","0.00","0.00",ON,
"72:4355:13.375",5877,"90.5",4,0,"0.0","0","0.00","0","43.00","0.00","119.84","173.12","3.90","0.00","0.00",ON,
"72:4355:13.406",5804,"90.5",5,0,"0.0","0","0.00","0","43.00","0.00","119.84","173.12","3.90","0.00","0.00",ON,
"72:4355:13.437",5751,"90.5",5,0,"0.0","0","0.00","0","43.00","0.00","119.84","173.12","3.90","0.00","0.00",ON,
"72:4355:13.468",5681,"90.5",5,0,"0.0","0","0.00","0","42.75","0.00","119.84","173.12","3.90","0.00","0.00",ON,
"72:4355:13.500",5613,"90.5",5,0,"0.0","0","0.00","0","42.75","0.00","119.84","173.12","3.90","0.00","0.00",ON,
"72:4355:13.531",5547,"90.5",5,0,"0.0","0","0.00","0","42.75","0.00","119.84","173.12","3.90","0.00","0.00",ON,
"72:4355:13.562",5466,"90.5",5,0,"0.0","0","0.00","0","42.50","0.00","119.84","173.12","3.90","0.00","0.00",ON,
"72:4355:13.593",5466,"90.5",5,0,"0.0","0","0.00","0","42.50","0.00","119.84","173.12","3.90","0.00","0.00",ON,
"72:4355:13.624",5419,"90.5",5,0,"0.0","0","0.00","0","42.50","0.00","119.84","173.12","3.90","0.00","0.00",ON,
"72:4355:13.656",5326,"90.5",5,0,"0.0","0","0.00","0","42.50","0.00","119.84","173.12","3.90","0.00","0.00",ON,
"72:4355:13.687",5237,"90.5",5,0,"0.0","0","0.00","0","42.50","0.00","119.84","173.12","3.90","0.00","0.00",ON,
"72:4355:13.718",5151,"90.5",5,0,"0.0","0","0.00","0","42.50","0.00","119.84","173.12","3.90","0.00","0.00",ON,
"72:4355:13.765",5081,"90.5",5,0,"0.0","0","0.00","0","42.50","0.00","119.84","173.12","3.90","0.00","0.00",ON,
"72:4355:13.796",5040,"90.5",5,0,"0.0","0","0.00","0","42.50","0.00","119.84","173.12","3.90","0.00","0.00",ON,
"72:4355:13.827",4973,"90.5",5,0,"0.0","0","0.00","0","42.50","0.00","119.84","174.20","3.90","0.00","0.00",ON,
"72:4355:13.843",4947,"90.5",5,0,"0.0","0","0.00","0","42.50","0.00","119.84","174.20","3.90","0.00","0.00",OFF,
"72:4355:13.890",4795,"90.5",5,0,"0.0","0","0.00","0","42.50","0.00","119.84","174.20","3.90","0.00","0.00",OFF,
"72:4355:13.921",4746,"90.5",5,0,"0.0","0","0.00","0","42.50","0.00","119.84","174.20","3.88","0.00","0.00",OFF,
"72:4355:13.952",4758,"90.5",5,0,"0.0","0","0.00","0","42.50","0.00","119.84","174.20","3.90","0.00","0.00",OFF,
"72:4355:13.983",4629,"90.5",5,0,"0.0","0","0.00","0","42.50","0.00","119.84","174.20","3.88","0.00","0.00",OFF,
"72:4355:14.014",4562,"90.5",5,0,"0.0","0","0.00","0","42.50","0.00","119.84","174.20","3.88","0.00","0.00",OFF,
"72:4355:14.046",4518,"90.5",5,0,"0.0","0","0.00","0","42.50","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.077",4485,"90.5",5,0,"0.0","0","0.00","0","42.25","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.108",4370,"90.5",5,0,"0.0","0","0.00","0","42.25","0.00","120.92","174.20","3.88","0.00","0.00",OFF,
"72:4355:14.139",4443,"90.5",5,0,"0.0","0","0.00","0","42.25","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.170",4360,"90.5",5,0,"0.0","0","0.00","0","42.25","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.202",4310,"90.5",5,0,"0.0","0","0.00","0","42.25","0.00","120.92","174.20","3.88","0.00","0.00",OFF,
"72:4355:14.233",4222,"90.5",5,0,"0.0","0","0.00","0","42.00","0.00","120.92","174.20","3.88","0.00","0.00",OFF,
"72:4355:14.280",4093,"90.5",5,0,"0.0","0","0.00","0","42.00","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.311",4067,"90.5",5,0,"0.0","0","0.00","0","42.00","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.342",3980,"90.5",5,0,"0.0","0","0.00","0","42.00","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.358",3972,"89.3",5,0,"0.0","0","0.00","0","41.75","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.404",3906,"89.3",5,0,"0.0","0","0.00","0","41.50","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.436",3873,"89.3",5,0,"0.0","0","0.00","0","41.25","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.467",3787,"89.3",5,0,"0.0","0","0.00","0","41.00","0.00","120.92","174.20","3.88","0.00","0.00",OFF,
"72:4355:14.498",3698,"89.3",5,0,"0.0","0","0.00","0","40.50","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.529",3712,"89.3",5,0,"0.0","0","0.00","0","40.75","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.560",3683,"89.3",5,0,"0.0","0","0.00","0","40.50","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.592",3591,"89.9",5,0,"0.0","0","0.00","0","40.25","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.623",3564,"89.9",5,0,"0.0","0","0.00","0","40.00","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.654",3531,"89.9",5,0,"0.0","0","0.00","0","39.75","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.685",3498,"89.9",5,0,"0.0","0","0.00","0","39.75","0.00","120.92","174.20","3.88","0.00","0.00",OFF,
"72:4355:14.716",3440,"89.9",5,0,"0.0","0","0.00","0","39.50","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.748",3330,"89.9",5,0,"0.0","0","0.00","0","39.25","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.794",3272,"89.9",5,0,"0.0","0","0.00","0","39.25","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.826",3210,"89.9",5,0,"0.0","0","0.00","0","39.25","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.857",3249,"89.9",5,0,"0.0","0","0.00","0","39.25","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.872",3156,"89.9",5,0,"0.0","0","0.00","0","38.75","0.00","120.92","174.20","3.88","0.00","0.00",OFF,
"72:4355:14.919",3114,"89.9",5,0,"0.0","0","0.00","0","38.75","0.00","120.92","174.20","3.90","0.00","0.00",OFF,
"72:4355:14.950",3083,"89.9",5,0,"0.0","0","0.00","0","38.75","0.00","121.64","174.20","3.88","0.00","0.00",OFF,
"72:4355:14.982",2985,"89.9",5,0,"0.0","0","0.00","0","38.75","0.00","121.64","174.20","3.88","0.00","0.00",OFF,
"72:4355:15.013",2980,"89.9",5,0,"0.0","0","0.00","0","38.50","0.00","121.64","174.20","3.88","0.00","0.00",OFF,
"72:4355:15.044",2948,"89.3",5,0,"0.0","0","0.00","0","38.25","0.00","121.64","174.20","3.90","0.00","0.00",OFF,
"72:4355:15.075",2875,"89.3",5,0,"0.0","0","0.00","0","38.25","0.00","121.64","174.20","3.90","0.00","0.00",OFF,
"72:4355:15.106",2849,"89.3",5,0,"0.0","0","0.00","0","38.00","0.00","121.64","174.20","3.90","0.00","0.00",OFF,
"72:4355:15.138",2832,"89.3",5,0,"0.0","0","0.00","0","37.75","0.00","121.64","174.20","3.90","0.00","0.00",OFF,
"72:4355:15.169",2761,"89.3",5,0,"0.0","0","0.00","0","37.50","0.00","121.64","174.20","3.90","0.00","0.00",OFF,
"72:4355:15.200",2713,"89.3",5,0,"0.0","0","0.00","0","37.50","0.00","121.64","174.20","3.90","0.00","0.00",OFF,
"72:4355:15.231",2655,"89.3",5,0,"0.0","0","0.00","0","37.25","0.00","121.64","174.20","3.88","0.00","0.00",OFF,
"72:4355:15.262",2637,"89.3",5,0,"0.0","0","0.00","0","37.25","0.00","121.64","174.20","3.90","0.00","0.00",OFF,
"72:4355:15.309",2575,"89.3",5,0,"0.0","0","0.00","0","37.00","0.00","121.64","174.20","3.90","0.00","0.00",OFF,
"72:4355:15.340",2526,"89.3",5,0,"0.0","0","0.00","0","37.00","0.00","121.64","174.20","3.90","0.00","0.00",OFF,
"72:4355:15.372",2500,"89.3",5,0,"0.0","1","2.69","6","36.75","0.00","121.64","174.20","3.90","0.00","0.00",OFF,
"72:4355:15.387",2457,"89.3",5,0,"0.0","4","2.77","6","36.75","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:15.434",2419,"89.3",5,0,"0.0","6","2.83","6","36.75","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:15.465",2431,"89.3",5,0,"0.0","8","3.57","7","36.75","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:15.496",2435,"89.3",5,0,"0.0","10","3.97","8","36.75","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:15.528",2438,"89.3",5,0,"0.0","11","4.37","9","36.75","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:15.559",2463,"89.3",5,0,"0.0","12","4.36","9","36.50","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:15.590",2513,"89.3",5,0,"0.0","12","4.32","9","35.75","0.00","121.64","176.00","3.88","0.00","0.00",OFF,
"72:4355:15.621",2537,"89.3",5,0,"0.0","12","3.99","8","35.25","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:15.652",2607,"89.3",5,0,"0.0","9","3.91","9","35.75","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:15.684",2659,"89.3",5,0,"0.0","4","2.82","6","37.50","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:15.715",2713,"89.3",5,0,"0.0","0","2.44","6","37.75","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:15.746",2713,"89.3",5,0,"0.0","0","2.08","5","37.75","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:15.777",2745,"89.3",5,0,"0.0","0","2.02","5","37.75","0.00","121.64","176.00","3.88","0.00","0.00",OFF,
"72:4355:15.824",2737,"89.3",5,0,"0.0","0","1.97","4","37.50","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:15.855",2721,"89.3",5,0,"0.0","0","1.84","4","37.50","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:15.871",2682,"89.3",5,0,"0.0","0","1.71","4","37.50","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:15.902",2682,"89.3",5,0,"0.0","0","1.65","4","37.25","0.00","121.64","176.00","3.88","0.00","0.00",OFF,
"72:4355:15.949",2640,"88.7",5,0,"0.0","0","0.00","0","37.25","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:15.980",2607,"88.7",5,0,"0.0","0","0.00","0","37.25","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:16.011",2568,"88.7",5,0,"0.0","0","0.00","0","37.00","0.00","121.64","176.00","3.88","0.00","0.00",OFF,
"72:4355:16.042",2533,"88.7",5,0,"0.0","0","0.00","0","36.75","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:16.074",2467,"88.7",5,0,"0.0","0","0.00","0","36.75","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:16.105",2435,"88.7",5,0,"0.0","0","0.00","0","36.75","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:16.136",2403,"88.7",5,0,"0.0","0","0.00","0","36.75","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:16.167",2340,"88.7",5,0,"0.0","0","0.00","0","36.75","0.00","121.64","176.00","3.88","0.00","0.00",OFF,
"72:4355:16.198",2300,"88.7",5,0,"0.0","0","0.00","0","36.75","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:16.230",2267,"88.7",5,0,"0.0","0","0.00","0","36.50","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:16.261",2240,"88.7",5,0,"0.0","0","0.00","0","36.50","0.00","121.64","176.00","3.90","0.00","0.00",OFF,
"72:4355:16.292",2195,"88.7",5,0,"0.0","0","0.00","0","36.50","0.00","122.72","176.00","3.88","0.00","0.00",OFF,
"72:4355:16.339",2133,"88.7",5,0,"0.0","1","0.00","0","36.25","0.00","122.72","176.00","3.90","0.00","0.00",OFF,
